shape,regime,method,lam_mean,width_mean_matched,lam_pac,width_pac_matched,achieved_reliability
laplace,common,FH_boot,0.9839790940269193,3.357466451033295,1.2227764268032697,4.172274446710992,0.95
laplace,common,FH_normal,0.9861895644937473,3.337649397785495,1.2119688964617785,4.101774550298493,0.95
laplace,common,LDC_PAC,0.702174077272225,3.325872977429299,0.8786955912660471,4.161973529029915,0.95
laplace,common,LDC_k102,0.8279493456624526,3.3313592301285992,1.0497078703673446,4.223632787690571,0.95
laplace,common,noisy_CP,0.7991878794874602,3.2953675831254277,0.9399726894674343,3.8758790134314216,0.95
laplace,hetero,CP_PAC,0.646815707132874,3.312888728949803,0.7816676310605624,4.003579158898593,0.95
laplace,hetero,CP_k102,0.7405048020126008,3.3036648625764746,0.8815876988473446,3.9330876667455597,0.95
laplace,hetero,FH_PAC,0.8296456874122067,3.329425168922888,1.0124088620348748,4.062866350831462,0.95
laplace,hetero,FH_boot,0.9920361130638002,3.3630675422881215,1.2451611287251787,4.221177960953098,0.95
laplace,hetero,FH_normal,0.9929104691563639,3.3417823571662755,1.234642323785162,4.155365527107034,0.95
laplace,hetero,LDC_PAC,0.6911915507833778,3.3374122214407254,0.8729089947356581,4.214833274415054,0.95
laplace,hetero,LDC_k102,0.8211382103014611,3.3391114909010677,1.037109688286681,4.217347133573914,0.95
laplace,hetero,noisy_CP,0.7968753176721247,3.2986727959145883,0.939754942275687,3.8901243320809797,0.95
normal,common,CP_PAC,0.6771201058664735,3.327006551711888,0.7817707248353637,3.841203799635377,0.95
normal,common,CP_k102,0.7510873566589576,3.3232792950732755,0.8629892089345983,3.8184029387493106,0.95
normal,common,FH_PAC,0.81567366893867,3.350503140064502,0.94049294549696,3.863217224109031,0.95
normal,common,FH_boot,0.9866465577515849,3.3838829496371137,1.1789156741958184,4.043304684569315,0.95
normal,common,FH_normal,0.9893342097702793,3.362999633739486,1.176778987209726,4.000172301630562,0.95
normal,common,LDC_PAC,0.7274862839031809,3.346152704434989,0.870090406290124,4.002075957349753,0.95
normal,common,LDC_k102,0.8309088747985095,3.349072833225545,1.0035761269220844,4.045027854063418,0.95
normal,common,noisy_CP,0.7958684519961255,3.3211537311288066,0.9087053018948051,3.7920211516301605,0.95
normal,hetero,CP_PAC,0.6753536287696722,3.3300268265125412,0.7861225837608918,3.876205266891251,0.95
normal,hetero,CP_k102,0.7519002337781354,3.3237650752152503,0.8645117789450735,3.8215629266817213,0.95
normal,hetero,FH_PAC,0.8279900605848136,3.343985991855228,0.951190944511028,3.841554802937886,0.95
normal,hetero,FH_boot,0.9899410729947334,3.3780849768405847,1.1746569254462116,4.008411228748671,0.95
normal,hetero,FH_normal,0.988538943944012,3.351290980575036,1.151239418213978,3.9028692823673627,0.95
normal,hetero,LDC_PAC,0.725168545322979,3.34912030910061,0.8750526766411543,4.041345573761019,0.95
normal,hetero,LDC_k102,0.8321715670924543,3.349221387771647,1.0041410585544432,4.041342966571896,0.95
normal,hetero,noisy_CP,0.7977196741309818,3.3222969377311458,0.9132253133514256,3.8033481690309143,0.95
shifted_normal,common,CP_PAC,0.6868489388942426,3.4724672175830253,0.7928978764798938,4.008613433108277,0.95
shifted_normal,common,CP_k102,0.7623654070262416,3.46900051460972,0.8748640101089136,3.9809042662620175,0.95
shifted_normal,common,FH_PAC,0.8137754638213315,3.3495832258967138,0.9426220706168564,3.879929067007937,0.95
shifted_normal,common,FH_boot,0.9847503409031036,3.385227961214567,1.1881485863043155,4.084440136112322,0.95
shifted_normal,common,FH_normal,0.9867164483343903,3.3626569083557594,1.172432908402202,3.9955649119636663,0.95
shifted_normal,common,LDC_PAC,0.7328193161150243,3.489594689308373,0.8751567173726209,4.16738773951299,0.95
shifted_normal,common,LDC_k102,0.8354097917948058,3.492592300486512,1.0060540000015936,4.206003435428096,0.95
shifted_normal,common,noisy_CP,0.8073942519357398,3.4686709830818017,0.927466105977346,3.984515324307185,0.95
shifted_normal,hetero,CP_PAC,0.685122336453654,3.4769817030102046,0.7934153759899564,4.026566641344141,0.95
shifted_normal,hetero,CP_k102,0.7615051389544232,3.471093994884896,0.8770411650835067,3.9977305019479537,0.95
shifted_normal,hetero,FH_PAC,0.8281042264934628,3.347497816799373,0.9593284290762328,3.87795366716633,0.95
shifted_normal,hetero,FH_boot,0.9896646964353034,3.3789681784444237,1.181331954479641,4.033369177201127,0.95
shifted_normal,hetero,FH_normal,0.9887476387522973,3.3547577869679506,1.1590903639414056,3.932719808199807,0.95
shifted_normal,hetero,LDC_PAC,0.7307640492577049,3.494717808120782,0.8748910896678652,4.183973574417388,0.95
shifted_normal,hetero,LDC_k102,0.8341245044188254,3.4942244033134737,1.002535180021815,4.199712240384616,0.95
shifted_normal,hetero,noisy_CP,0.8078100551787629,3.4720534129513654,0.9311946123919714,4.002373344265926,0.95
t3_not_LC,common,CP_PAC,0.5909409936955645,2.774742905927134,0.7124446359908015,3.3452590371480158,0.95
t3_not_LC,common,CP_k102,0.6749148605256747,2.760961530425701,0.7976340396641258,3.2629847521144084,0.95
t3_not_LC,common,FH_PAC,0.7109009159060766,2.8559087093495035,0.8793704278098772,3.5327028103849436,0.95
t3_not_LC,common,FH_boot,0.8726413381743494,2.904818485464487,1.13357887717515,3.773418394365085,0.95
t3_not_LC,common,FH_normal,0.8781409189841054,2.895636823057666,1.1300500096355353,3.7262976238288177,0.95
t3_not_LC,common,LDC_PAC,0.6471505439474723,2.8089006423087617,0.8280506450997668,3.594081795400157,0.95
t3_not_LC,common,LDC_k102,0.7769753584356315,2.808168442276163,0.9999322274632398,3.613986074450014,0.95
t3_not_LC,common,noisy_CP,0.7249190161974187,2.757154622825431,0.8472411533595604,3.222394240513482,0.95
t3_not_LC,hetero,CP_PAC,0.5790091573573751,2.7787994870394117,0.7021699679590822,3.369876835255073,0.95
t3_not_LC,hetero,CP_k102,0.6695625340121069,2.767029725280684,0.8043790590869335,3.3241716103048975,0.95
t3_not_LC,hetero,FH_PAC,0.739185020631439,2.8747646586178806,0.9352794633069211,3.6373956073258125,0.95
t3_not_LC,hetero,FH_boot,0.8925162875151039,2.9178531021547447,1.158528691092275,3.7875124325746983,0.95
t3_not_LC,hetero,FH_normal,0.8951161948018432,2.905409967669739,1.170163915646724,3.798172711063593,0.95
t3_not_LC,hetero,LDC_PAC,0.6309490748172445,2.8127336624516537,0.8075059867070443,3.5998139344289024,0.95
t3_not_LC,hetero,LDC_k102,0.7703843422097645,2.820871404669331,1.0079937317903918,3.6909118452971117,0.95
t3_not_LC,hetero,noisy_CP,0.7221255284957191,2.762772794610767,0.8602761792363266,3.2913219794304904,0.95
trunc_exp,common,CP_PAC,0.5927247514928508,2.9597390726905197,0.7049149239694932,3.5199546469763736,0.95
trunc_exp,common,CP_k102,0.6718302426212331,2.9541944464760532,0.7856441115040529,3.454660603036289,0.95
trunc_exp,common,FH_PAC,0.7268499865687891,2.981595901053105,0.9136135646347853,3.7477148102055993,0.95
trunc_exp,common,FH_boot,0.8763248635458335,3.00869481832329,1.1593508002024262,3.9804105649520505,0.95
trunc_exp,common,FH_normal,0.8815128077688521,2.993468832494716,1.141357500414408,3.8758575872223764,0.95
trunc_exp,common,LDC_PAC,0.6373358945811626,2.9866957985866383,0.7929935874942043,3.7161418903473895,0.95
trunc_exp,common,LDC_k102,0.7466702637648317,2.981987941100916,0.9230547596493911,3.6864172792573093,0.95
trunc_exp,common,noisy_CP,0.7183772225226684,2.9516466380725377,0.8329960480666223,3.4225890071646465,0.95
trunc_exp,hetero,CP_PAC,0.5803144082008024,2.9633014399908344,0.6985668880598084,3.5671426317598085,0.95
trunc_exp,hetero,CP_k102,0.6637722691159301,2.9582942018052556,0.7917076005469845,3.528475221392895,0.95
trunc_exp,hetero,FH_PAC,0.7388927385329191,2.9758006809378568,0.9533826621477992,3.839632773826982,0.95
trunc_exp,hetero,FH_boot,0.8845295508708824,3.006123935210501,1.199002892714381,4.074879454990044,0.95
trunc_exp,hetero,FH_normal,0.8841184802992792,2.9859839991895223,1.1565803282274294,3.9061850089316423,0.95
trunc_exp,hetero,LDC_PAC,0.622485179530739,2.9945348166422474,0.7782432668220081,3.7438265760362954,0.95
trunc_exp,hetero,LDC_k102,0.7404668675030261,3.006632920439443,0.9327728869743906,3.7874829953267044,0.95
trunc_exp,hetero,noisy_CP,0.7136671439613198,2.956217539954811,0.8443491539661808,3.4975405550351564,0.95
trunc_laplace,common,CP_PAC,0.71091767003367,3.5369063541039094,0.8199641732684815,4.0794266577077725,0.95
trunc_laplace,common,CP_k102,0.7884972176250726,3.5344728631059295,0.9040252900889927,4.052332441964736,0.95
trunc_laplace,common,FH_PAC,0.8612204800377843,3.5500565384954528,0.9976970105977053,4.1126295507444945,0.95
trunc_laplace,common,FH_boot,1.0390966540565962,3.575945582685061,1.2526880138687166,4.310998550701111,0.95
trunc_laplace,common,FH_normal,1.0423144703665972,3.5585112895599322,1.242735065734797,4.242756756311651,0.95
trunc_laplace,common,LDC_PAC,0.7599688320351706,3.5490352716579094,0.9080754863557086,4.240689610617048,0.95
trunc_laplace,common,LDC_k102,0.8662642675474818,3.5512392814288787,1.0455407364015648,4.286180871750892,0.95
trunc_laplace,common,noisy_CP,0.8363133784399954,3.53425745819782,0.9563523737163586,4.041541838989892,0.95
trunc_laplace,hetero,CP_PAC,0.7098851310148117,3.5400198030633363,0.8254156015188977,4.116141397351463,0.95
trunc_laplace,hetero,CP_k102,0.788103960374488,3.536759449824655,0.9092086928219522,4.080238899792815,0.95
trunc_laplace,hetero,FH_PAC,0.883905626729722,3.552836335139865,1.0263588004056854,4.125423267711469,0.95
trunc_laplace,hetero,FH_boot,1.0518051397467736,3.576333398546402,1.2530177165620673,4.260493640286013,0.95
trunc_laplace,hetero,FH_normal,1.055235976412418,3.5583225676468255,1.2417710419486954,4.187330626689537,0.95
trunc_laplace,hetero,LDC_PAC,0.7589925729815592,3.55330004820649,0.9169461831205354,4.2927757565344695,0.95
trunc_laplace,hetero,LDC_k102,0.8659738799176733,3.5543454481107712,1.0488564308951405,4.304977514135029,0.95
trunc_laplace,hetero,noisy_CP,0.8369003891949064,3.5362372882384845,0.9634542767823839,4.0709778404431445,0.95
